Directorio;Secuencia_p;Orden;Hogar;Regis;P6016;P6020;P6030;P6030s1;P6030s3;P6040;P6050;P6070;P6090;P6140;P6150;P6100;P6110;P6120;P6125;P6160;P6170;P6175;P6210;P6210s1;P6220;Clase;Esc;Mes;p6269;Dpto;Fex_c_2011
3918916;1;1;1;10;1;1;1;2;1945;70;1;4;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;01; ;13;1090,75649261967
3918917;1;1;1;10;1;2;1;5;1962;53;1;4;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;13;1426,71290777785
3918917;1;2;1;10;2;1;1;12;1982;33;3;6;1; ; ;3; ; ;2;1;2; ;4;9; ;2;9;01; ;13;1426,71290777785
3918917;1;3;1;10;3;2;1;3;1992;23;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;13;1426,71290777785
3918917;1;4;1;10;4;1;1;3;1994;21;3;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;13;1426,71290777785
3918918;1;1;1;10;1;2;1;12;1939;76;1;5;1; ; ;3; ; ;2;2;2; ;3;4; ;2;4;01; ;13;1468,0876582589
3918918;1;2;1;10;2;2;1;12;1970;45;3;4;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;13;1468,0876582589
3918918;1;3;1;10;3;1;1;12;1993;22;4;6;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;01; ;13;1468,0876582589
3918918;1;4;1;10;2;2;1;4;1999;16;4;6;1; ; ;3; ; ;2;1;1;1;4;9; ;2;9;01; ;13;1468,0876582589
3918918;1;5;1;10;2;2;1;7;2002;13;4;6;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;01; ;13;1468,0876582589
3918918;1;6;1;10;6;1;1;5;1953;62;3;4;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;13;1468,0876582589
3918918;1;7;1;10;7;2;1;2;1988;27;4;4;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;13;1468,0876582589
3918918;1;8;1;10;2;1;1;10;2008;7;5; ;2;2; ; ; ; ;2;2;1;1;3;1; ;2;1;01; ;13;1468,0876582589
3918918;1;9;1;10;2;2;1;10;2008;7;5; ;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;01; ;13;1468,0876582589
3918918;1;10;1;10;2;2;1;1;2015;1;5; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;13;1468,0876582589
3918919;1;1;1;10;1;1;1;12;1985;30;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;13;1609,91022113203
3918919;1;2;1;10;2;2;1;3;1989;26;2;2;1; ; ;3; ; ;1;1;2; ;5;11;2;2;11;01; ;13;1609,91022113203
3918919;1;3;1;10;2;1;1;8;2010;5;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;01; ;13;1609,91022113203
3918919;1;4;1;10;2;2;1;4;2013;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;13;1609,91022113203
3918920;1;1;1;10;1;1;1;5;1967;48;1;2;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;01; ;13;1043,74498247032
3918920;1;2;1;10;2;2;1;6;1966;49;2;2;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;01; ;13;1043,74498247032
3918920;1;3;1;10;2;1;1;8;2003;12;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;01; ;13;1043,74498247032
3918921;1;1;1;10;1;1;1;4;1976;39;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;13;3158,90186131106
3918921;1;2;1;10;2;2;1;1;1982;34;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;13;3158,90186131106
3918921;1;3;1;10;2;1;1;9;2001;14;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;01; ;13;3158,90186131106
3918921;1;4;1;10;2;1;1;5;2005;10;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;01; ;13;3158,90186131106
3918921;1;5;1;10;2;2;1;1;2008;8;3; ;1; ; ;3; ; ;2;1;1;1;3;3; ;2;3;01; ;13;3158,90186131106
3918921;1;6;1;10;2;2;1;11;2011;4;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;01; ;13;3158,90186131106
3918921;1;7;1;10;2;1;1;5;2014;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;13;3158,90186131106
3918921;2;1;2;10;1;1;1;1;1966;50;1;2;1; ; ;3; ; ;2;1;1;2;4;6; ;2;6;01; ;13;3158,90186131106
3918921;2;2;2;10;2;2;1;3;1996;19;2;2;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;01; ;13;3158,90186131106
3918921;2;3;2;10;1;2;1;12;2015;0;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;13;3158,90186131106
3918922;1;1;1;10;1;1;1;4;1937;78;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;13;1964,88882705361
3918922;1;2;1;10;2;2;1;10;1990;25;4;4;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;13;1964,88882705361
3918922;1;3;1;10;2;1;1;6;2009;6;4; ;1; ; ;3; ; ;2;2;1;1;3;1; ;2;1;01; ;13;1964,88882705361
3918922;1;4;1;10;2;1;1;4;2011;4;4; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;01; ;13;1964,88882705361
3918922;1;5;1;10;2;2;1;4;2015;0;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;13;1964,88882705361
3918923;1;1;1;10;1;1;1;2;1983;32;1;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;13;2266,1839925626
3918923;1;2;1;10;2;2;1;11;1984;31;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;13;2266,1839925626
3918923;1;3;1;10;2;2;1;8;2006;9;3; ;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;01; ;13;2266,1839925626
3918923;1;4;1;10;2;2;1;8;2009;6;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;01; ;13;2266,1839925626
3918923;1;5;1;10;2;1;1;5;2010;5;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;01; ;13;2266,1839925626
3918923;1;6;1;10;2;2;1;11;2011;4;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;01; ;13;2266,1839925626
3918924;1;1;1;10;1;2;1;2;1940;75;1;2;1; ; ;3; ; ;2;2;2; ;3;2; ;2;2;01; ;13;2115,93467834986
3918924;1;2;1;10;2;1;1;4;1937;78;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;13;2115,93467834986
3918924;1;3;1;10;3;1;1;7;1971;44;3;4;1; ; ;3; ; ;2;2;2; ;3;2; ;2;2;01; ;13;2115,93467834986
3918924;1;4;1;10;4;1;1;5;1973;42;3;4;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;13;2115,93467834986
3918924;1;5;1;10;5;2;1;6;1995;20;5;4;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;01; ;13;2115,93467834986
3918924;1;6;1;10;5;1;1;7;2012;3;5; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;01; ;13;2115,93467834986
3918924;1;7;1;10;5;1;1;1;2015;1;5; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;13;2115,93467834986
3918925;1;1;1;10;1;2;1;8;1959;56;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;13;2192,51173337586
3918925;1;2;1;10;2;1;1;6;1990;25;5;6;1; ; ;3; ; ;2;1;2; ;4;9; ;2;9;01; ;13;2192,51173337586
3918925;1;3;1;10;3;1;1;9;1998;17;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;01; ;13;2192,51173337586
3918925;1;4;1;10;4;2;1;1;1982;34;3;4;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;01; ;13;2192,51173337586
3918925;1;5;1;10;4;1;1;8;2001;14;4;6;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;01; ;13;2192,51173337586
3918925;1;6;1;10;4;1;1;3;2005;10;4;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;01; ;13;2192,51173337586
3918925;1;7;1;10;4;1;1;10;2008;7;4; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;01; ;13;2192,51173337586
3918926;1;1;1;10;1;1;1;12;1964;51;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;13;1655,86845195735
3918926;1;2;1;10;2;2;1;2;1960;55;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;13;1655,86845195735
3918926;1;3;1;10;2;1;1;11;2011;4;4; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;01; ;13;1655,86845195735
3918927;1;1;1;10;1;2;1;12;1944;71;1;5;1; ; ;1;2;130000;2;1;2; ;3;2; ;2;2;01; ;13;951,135560418217
3918927;1;2;1;10;2;1;1;9;1972;43;5;6;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;13;951,135560418217
3918928;1;1;1;10;1;1;1;5;1978;37;1;3;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;13;1823,47870354476
3918928;1;2;1;10;1;2;1;12;2000;15;3;6;1; ; ;1;5; ;2;1;1;1;4;9; ;2;9;01; ;13;1823,47870354476
3918930;1;1;1;10;1;2;1;2;1957;58;1;4;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;13;1090,07571283651
3918931;1;1;1;10;1;2;1;3;1939;76;1;4;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;13;1090,07571283651
3918933;1;1;1;10;1;1;1;1;1965;50;1;2;1; ; ;1;1;47000;2;1;2; ;6;5;5;2;16;01; ;13;1986,50622695589
3918933;1;2;1;10;2;2;1;1;1991;25;2;2;1; ; ;1;5; ;2;1;2; ;5;11;2;2;11;01; ;13;1986,50622695589
3918933;1;3;1;10;2;1;1;3;2009;6;3; ;1; ; ;1;5; ;2;1;1;1;3;1; ;2;1;01; ;13;1986,50622695589
3918933;1;4;1;10;2;1;1;10;2014;1;3; ;1; ; ;1;5; ;2; ; ; ; ; ; ;2; ;01; ;13;1986,50622695589
3918944;1;1;1;10;1;1;1;1;1974;41;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;13;3158,90186131106
3918944;1;2;1;10;2;2;1;3;1979;36;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;13;3158,90186131106
3918944;1;3;1;10;3;1;1;5;2000;15;3;6;1; ; ;3; ; ;2;1;1;1;4;7; ;2;7;01; ;13;3158,90186131106
3918944;1;4;1;10;4;1;1;7;2002;13;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;01; ;13;3158,90186131106
3918944;1;5;1;10;5;2;1;11;2003;12;3;6;1; ; ;3; ; ;2;1;1;1;4;6; ;2;6;01; ;13;3158,90186131106
3918944;1;6;1;10;2;2;1;6;2004;11;3;6;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;01; ;13;3158,90186131106
3918944;1;7;1;10;2;1;1;11;2007;8;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;01; ;13;3158,90186131106
3918944;1;8;1;10;2;2;1;9;2010;5;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;01; ;13;3158,90186131106
3918944;1;9;1;10;2;2;1;12;2012;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;13;3158,90186131106
3918944;1;10;1;10;2;2;1;4;2014;1;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;13;3158,90186131106
3918952;1;1;1;10;1;2;1;7;1984;31;1;2;1; ; ;3; ; ;2;1;2; ;5;10;1;2;10;01; ;13;1887,41802642776
3918952;1;2;1;10;1;1;1;3;2002;13;3;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;01; ;13;1887,41802642776
3918952;1;3;1;10;1;1;1;6;2015;0;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;13;1887,41802642776
3918953;1;1;1;10;1;2;1;4;1992;23;1;2;1; ; ;3; ; ;2;1;2; ;5;10;1;2;10;01; ;13;2995,28863321748
3918953;1;2;1;10;1;2;1;7;2009;6;3; ;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;01; ;13;2995,28863321748
3918953;1;3;1;10;1;1;1;9;2015;0;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;13;2995,28863321748
3918954;1;1;1;10;1;1;1;12;1948;67;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;13;789,725465327764
3918954;1;2;1;10;2;2;1;2;1951;64;2;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;13;789,725465327764
3918954;1;3;1;10;3;1;1;9;1978;37;3;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;13;789,725465327764
3918954;1;4;1;10;4;2;1;2;1988;27;3;3;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;13;789,725465327764
3918954;1;5;1;10;5;1;1;10;1984;31;5;3;1; ; ;3; ; ;2;1;2; ;6;2;3;2;13;01; ;13;789,725465327764
3918954;1;6;1;10;4;2;1;10;2010;5;4; ;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;01; ;13;789,725465327764
3918954;1;7;1;10;4;1;1;5;2014;1;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;13;789,725465327764
3918955;1;1;1;10;1;1;1;8;1952;63;1;2;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;01; ;13;789,725465327764
3918955;1;2;1;10;2;2;1;10;1958;57;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;13;789,725465327764
3918956;1;1;1;10;1;1;1;12;1939;76;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;13;1068,08581339336
3918956;1;2;1;10;2;2;1;6;1945;70;2;3;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;13;1068,08581339336
3918956;1;3;1;10;3;1;1;4;1997;18;4;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;01; ;13;1068,08581339336
3918957;1;1;1;10;1;2;1;5;1941;74;1;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;13;2027,88097743693
3918957;1;2;1;10;2;2;1;2;1971;44;3;6;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;01; ;13;2027,88097743693
3918957;1;3;1;10;3;2;1;2;1978;37;3;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;13;2027,88097743693
3918957;1;4;1;10;4;1;1;7;1957;58;5;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;13;2027,88097743693
3918957;1;5;1;10;3;1;1;12;2006;9;4; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;01; ;13;2027,88097743693
3918957;1;6;1;10;3;1;1;6;2008;7;4; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;01; ;13;2027,88097743693
3918957;1;7;1;10;3;1;1;1;2010;6;4; ;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;01; ;13;2027,88097743693
3918957;1;8;1;10;3;2;1;6;2013;2;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;13;2027,88097743693
3918957;1;9;1;10;3;2;1;1;2015;1;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;13;2027,88097743693
3918957;1;10;1;10;10;2;1;12;1999;16;4;6;1; ; ;3; ; ;2;1;1;1;5;10;1;2;10;01; ;13;2027,88097743693
3919203;1;1;1;10;1;2;1;3;1950;65;1;4;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;73;3256,44927381675
3919203;1;2;1;10;1;1;1;8;2002;13;4;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;01; ;73;3256,44927381675
3919205;1;1;1;10;1;1;1;2;1959;56;1;4;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;01; ;73;2469,26349420016
3919206;1;1;1;10;1;1;1;7;1973;42;1;6;1; ; ;3; ; ;1;2;2; ;1;0; ;2;0;01; ;73;2996,38100307349
3919206;1;2;1;10;2;2;1;3;1931;84;5;5;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;73;2996,38100307349
3919207;1;1;1;10;1;1;1;7;1993;22;1;2;1; ; ;1;3;80500;2;1;2; ;5;11;2;2;11;01; ;73;2949,81151007722
3919207;1;2;1;10;2;2;1;5;1993;22;2;2;1; ; ;3; ; ;2;1;2; ;4;9; ;2;9;01; ;73;2949,81151007722
3919207;1;3;1;10;2;1;1;2;2012;3;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;73;2949,81151007722
3919208;1;1;1;10;1;1;1;4;1977;38;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;73;4220,63174910184
3919208;1;2;1;10;2;2;1;7;1981;34;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;73;4220,63174910184
3919208;1;3;1;10;3;1;1;9;2001;14;3;6;1; ; ;3; ; ;2;1;1;1;4;0; ;2;5;01; ;73;4220,63174910184
3919208;1;4;1;10;2;1;1;2;2005;10;3;6;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;01; ;73;4220,63174910184
3919208;1;5;1;10;2;1;1;1;2010;5;3; ;1; ; ;3; ; ;2;2;1;1;3;0; ;2;0;01; ;73;4220,63174910184
3919209;1;1;1;10;1;1;1;10;1944;71;1;3;1; ; ;3; ; ;2;1;2; ;3;1; ;2;1;01; ;73;2204,08921320163
3919209;1;2;1;10;2;2;1;6;1953;62;2;2;1; ; ;3; ; ;2;1;2; ;4;6; ;2;6;01; ;73;2204,08921320163
3919212;1;1;1;10;1;2;1;11;1987;28;1;4;1; ; ;1;1;25774;2;1;2; ;3;5; ;2;5;01; ;73;3869,76522801956
3919212;1;2;1;10;1;1;1;3;2006;9;3; ;1; ; ;1;5; ;2;1;1;1;3;4; ;2;4;01; ;73;3869,76522801956
3919212;1;3;1;10;1;2;1;10;2009;6;3; ;1; ; ;1;5; ;2;1;1;1;3;1; ;2;1;01; ;73;3869,76522801956
3919212;1;4;1;10;1;1;1;9;2012;3;3; ;1; ; ;1;5; ;2;2;2; ;1;0; ;2;0;01; ;73;3869,76522801956
3919213;1;1;1;10;1;1;1;2;1959;56;1;1;2;2; ; ; ; ;2;2;2; ;1;0; ;2;0;01; ;73;1443,81332618059
3919213;1;2;1;10;2;2;1;2;1979;36;2;1;1; ; ;3; ; ;1;1;2; ;3;5; ;2;5;01; ;73;1443,81332618059
3919214;1;1;1;10;1;2;1;4;1951;64;1;6;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;73;2451,79711833758
3919215;1;1;1;10;1;1;1;5;1953;62;1;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;73;1801,63873110842
3919215;1;2;1;10;2;2;1;4;1958;57;2;2;1; ; ;3; ; ;2;1;2; ;4;8; ;2;8;01; ;73;1801,63873110842
3919215;1;3;1;10;3;1;1;6;1988;27;3;6;9; ; ; ; ; ;2;1;2; ;5;11;2;2;11;01; ;73;1801,63873110842
3919215;1;4;1;10;4;2;1;1;1997;18;3;6;9; ; ; ; ; ;2;1;2; ;5;11;2;2;11;01; ;73;1801,63873110842
3919216;1;1;1;10;1;1;1;3;1965;50;1;2;1; ; ;1;5; ;2;1;2; ;3;3; ;2;3;01; ;73;2236,10511605244
3919216;1;2;1;10;2;2;1;11;1966;49;2;2;1; ; ;1;5; ;2;1;2; ;4;6; ;2;6;01; ;73;2236,10511605244
3919228;1;1;1;10;1;1;1;5;1966;49;1;2;1; ; ;3; ; ;1;1;2; ;4;7; ;2;7;01; ;73;2996,38100307349
3919228;1;2;1;10;2;2;1;2;1958;57;2;2;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;73;2996,38100307349
3919229;1;1;1;10;1;2;1;8;1953;62;1;2;1; ; ;2;5; ;2;1;2; ;3;5; ;2;5;01; ;73;3332,5272408763
3919229;1;2;1;10;2;1;1;11;1951;64;2;2;2;1;36; ; ; ;2;1;2; ;3;5; ;2;5;01; ;73;3332,5272408763
3919229;1;3;1;10;3;1;1;5;1980;35;3;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;73;3332,5272408763
3919229;1;4;1;10;4;2;1;8;1987;28;5;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;73;3332,5272408763
3919229;1;5;1;10;4;1;1;11;2004;11;4;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;73;3332,5272408763
3919229;1;6;1;10;6;1;1;8;1993;22;4;6;2;1;36; ; ; ;2;1;2; ;4;6; ;2;6;01; ;73;3332,5272408763
3919230;1;1;1;10;1;2;1;12;1956;59;1;2;1; ; ;1;5; ;2;1;2; ;3;3; ;2;3;01; ;73;3641,18168606298
3919230;1;2;1;10;2;1;1;5;1975;40;3;4;2;1;24; ; ; ;2;1;2; ;3;5; ;2;5;01; ;73;3641,18168606298
3919230;1;3;1;10;3;1;1;7;1980;35;3;3;1; ; ;2;4; ;1;1;2; ;4;9; ;2;9;01; ;73;3641,18168606298
3919230;1;4;1;10;4;2;1;12;1989;26;5;3;1; ; ;3; ; ;1;1;2; ;5;11;2;2;11;01; ;73;3641,18168606298
3919230;1;5;1;10;4;1;1;1;2009;7;4; ;1; ; ;3; ; ;1;2;1;1;3;0; ;2;0;01; ;73;3641,18168606298
3919230;1;6;1;10;4;1;1;9;2012;3;4; ;1; ; ;3; ; ;1;2;1;1;2;0; ;2;0;01; ;73;3641,18168606298
3919230;1;7;1;10;4;1;1;4;2014;1;4; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;73;3641,18168606298
3919242;1;1;1;10;1;2;1;7;1996;19;1;4;1; ; ;9; ; ;2;1;2; ;4;9; ;2;9;01; ;73;3754,46366555639
3919242;1;2;1;10;1;1;1;2;2012;3;3; ;1; ; ;9; ; ;2;2;1;1;2;0; ;2;0;01; ;73;3754,46366555639
3919242;1;3;1;10;3;1;1;1;1998;18;5;6;1; ; ;3; ; ;2;1;1;1;4;8; ;2;8;01; ;73;3754,46366555639
3919242;1;4;1;10;4;1;1;5;2000;15;5;6;1; ; ;3; ; ;1;1;1;1;4;7; ;2;7;01; ;73;3754,46366555639
3919243;1;1;1;10;1;1;1;1;1946;69;1;4;1; ; ;3; ; ;1;1;2; ;3;3; ;2;3;01; ;73;2469,26349420016
3919244;1;1;1;10;1;1;1;3;1946;69;1;3;1; ; ;3; ; ;1;1;2; ;3;3; ;2;3;01; ;73;2204,08921320163
3919244;1;2;1;10;2;2;1;7;1945;70;2;3;1; ; ;3; ; ;1;1;2; ;3;3; ;2;3;01; ;73;2204,08921320163
3919245;1;1;1;10;1;1;1;6;1987;28;1;3;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;73;2611,3274381435
3919245;1;2;1;10;2;2;1;11;1990;25;2;3;1; ; ;3; ; ;2;1;2; ;6;2;3;2;13;01; ;73;2611,3274381435
3919245;1;3;1;10;2;1;1;8;2011;4;3; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;01; ;73;2611,3274381435
3919246;1;1;1;10;1;1;1;2;1984;31;1;2;2;1;72; ; ; ;2;1;2; ;3;5; ;2;5;01; ;73;3663,90446857335
3919246;1;2;1;10;2;2;1;12;1987;28;2;2;2;1;18; ; ; ;1;1;2; ;3;5; ;2;5;01; ;73;3663,90446857335
3919246;1;3;1;10;2;2;1;6;2011;4;3; ;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;73;3663,90446857335
3919247;1;1;1;10;1;2;1;1;1993;23;1;4;1; ; ;3; ; ;2;1;2; ;4;7; ;2;7;01; ;73;2145,15935459805
3919247;1;2;1;10;1;1;1;1;2014;2;3; ;1; ; ;3; ; ;2; ; ; ; ; ; ;2; ;01; ;73;2145,15935459805
3919248;1;1;1;10;1;2;1;7;1962;53;1;2;2;1;36; ; ; ;2;1;2; ;4;6; ;2;6;01; ;73;2236,10511605244
3919248;1;2;1;10;2;1;1;8;1978;37;2;2;2;1;36; ; ; ;2;1;2; ;3;4; ;2;4;01; ;73;2236,10511605244
3919249;1;1;1;10;1;1;1;11;1955;60;1;4;1; ; ;3; ; ;1;1;2; ;3;1; ;2;1;01; ;73;2469,26349420016
3919252;1;1;1;10;1;1;1;1;1939;76;1;4;1; ; ;1;2;77400;2;1;2; ;4;7; ;2;7;01; ;73;2469,26349420016
3919253;1;1;1;10;1;1;1;8;1939;76;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;73;1358,48569966806
3919253;1;2;1;10;2;2;1;10;1964;51;2;2;1; ; ;3; ; ;2;1;2; ;3;2; ;2;2;01; ;73;1358,48569966806
3919253;1;3;1;10;3;2;1;4;1996;19;3;6;1; ; ;3; ; ;2;1;2; ;6;5;4;2;16;01; ;73;1358,48569966806
3919254;1;1;1;10;1;1;1;3;1937;78;1;2;1; ; ;3; ; ;2;1;2; ;3;3; ;2;3;01; ;73;1632,27716846357
3919254;1;2;1;10;2;2;1;3;1945;70;2;2;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;73;1632,27716846357
3919254;1;3;1;10;3;2;1;5;1995;20;3;4;1; ; ;3; ; ;2;1;2; ;5;11;2;2;11;01; ;73;1632,27716846357
3919254;1;4;1;10;3;1;1;10;2012;3;4; ;1; ; ;3; ; ;2;2;1;1;2;0; ;2;0;01; ;73;1632,27716846357
3919266;1;1;1;10;1;1;1;11;1966;49;1;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;73;4975,70032827573
3919266;1;2;1;10;2;2;1;8;1968;47;2;2;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;73;4975,70032827573
3919266;1;3;1;10;3;1;1;1;1998;18;3;6;1; ; ;3; ; ;1;1;2; ;4;9; ;2;9;01; ;73;4975,70032827573
3919266;1;4;1;10;2;1;1;9;1999;16;3;6;1; ; ;3; ; ;2;1;2; ;4;9; ;2;9;01; ;73;4975,70032827573
3919266;1;5;1;10;2;1;1;5;2002;13;3;6;1; ; ;3; ; ;2;1;1;1;3;4; ;2;4;01; ;73;4975,70032827573
3919266;1;6;1;10;2;2;1;12;2006;9;3; ;1; ; ;3; ; ;2;1;1;1;3;2; ;2;2;01; ;73;4975,70032827573
3919266;1;7;1;10;2;1;1;12;2008;7;3; ;1; ; ;3; ; ;2;1;1;1;3;1; ;2;1;01; ;73;4975,70032827573
3919266;1;8;1;10;8;2;1;9;1941;74;5;5;1; ; ;1;5; ;2;1;2; ;3;3; ;2;3;01; ;73;4975,70032827573
3919266;1;9;1;10;8;2;1;11;1958;57;9;6;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;73;4975,70032827573
3919266;1;10;1;10;10;2;1;7;1994;21;9;6;1; ; ;3; ; ;2;1;2; ;3;5; ;2;5;01; ;73;4975,70032827573
3919267;1;1;1;10;1;2;1;8;1972;43;1;4;1; ; ;3; ; ;2;2;2; ;1;0; ;2;0;01; ;73;1358,48569966806
3919267;1;2;1;10;2;2;1;3;1994;21;3;6;1; ; ;3; ; ;2;1;2; ;5;10;1;2;10;01; ;73;1358,48569966806
