DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P7430;P7440;P7450;P7450S1;P7460;P7470;P7472;P7472S1;P7490;P7490S1;P7454;P7456;P7458S1;P7458;P7452;CLASE;DPTO;fex_c_2011
562700;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;770,611713755733
562702;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;825,333372415191
562702;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;825,333372415191
562706;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;701,776843226391
562706;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;701,776843226391
562707;1;2;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;790,554117740775
562709;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;915,523975769224
562711;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;889,491361525472
562711;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;889,491361525472
562712;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;708,906012165924
562713;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;1067,79199159629
562713;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;1067,79199159629
562713;1;6;80;1;4;7; ;2; ;2; ;2; ; ; ; ;8;2;2;73;1067,79199159629
562714;1;1;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;900,613134186616
562714;1;2;80;2; ; ; ;2; ;2; ;2; ;1;4; ;8; ;2;73;900,613134186616
562717;1;2;80;1;1;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;770,611713755733
562718;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;770,611713755733
562719;1;2;80;2; ; ; ;2; ;2; ;2; ;1;2; ;9; ;2;73;766,416500681534
562719;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;766,416500681534
562719;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;766,416500681534
562720;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;73;564,579373834763
562721;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;934,196478374486
562732;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;969,6534320221
562732;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;969,6534320221
562733;1;1;80;1;3;3; ;2; ;2; ;2; ; ; ; ;4;2;2;73;915,523975769224
562733;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;915,523975769224
562736;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;866,255440516785
562736;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;866,255440516785
562737;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;870,843752198968
562737;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;870,843752198968
562742;1;2;80;1;4;3; ;2; ;2; ;2; ; ;3; ;4;1;2;73;989,511393938314
562743;1;2;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;73;824,528109480426
562743;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;824,528109480426
562746;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;764,192082689759
562746;1;3;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;764,192082689759
562746;1;8;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;764,192082689759
562747;1;6;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;784,262352627264
562747;1;7;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;784,262352627264
562749;1;2;80;1;2;3; ;2; ;2; ;2; ; ; ; ;4;2;2;73;851,344598934176
562749;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;851,344598934176
562750;1;5;80;1;1;7; ;2; ;2; ;1;10000; ;1; ;1;1;2;73;870,017101539437
562751;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;73;690,233509560662
562752;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;915,523975769224
562755;1;9;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;1103,9266442171
562755;1;10;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;1103,9266442171
562755;1;11;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;1103,9266442171
562756;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;73;690,233509560662
562757;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;73;705,144351143271
562758;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;827,430978952291
562761;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;1275,61306664108
562762;1;2;80;1;1;7; ;2; ;2; ;1;1000000; ; ; ;9;2;2;73;1132,86923857125
562766;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;1238,82590196122
562766;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;1238,82590196122
562766;1;6;80;1;4;8;PARA DEDICARSE A DESCANSAR;2; ;2; ;2; ; ; ; ;11;2;2;73;1238,82590196122
562767;1;2;80;1;1;3; ;2; ;2; ;1;800000; ; ; ;9;2;2;73;934,640229299992
562769;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;73;1756,86103134496
562772;1;2;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;1138,98108070304
562772;1;6;80;1;2;6; ;2; ;2; ;2; ; ; ; ;9;2;2;73;1138,98108070304
562772;1;7;80;1;1;8;POR EMBARAZO;2; ;2; ;1;200000; ; ; ;9;2;2;73;1138,98108070304
562773;1;1;80;1;4;2; ;2; ;2; ;2; ; ; ; ;8;2;2;73;956,613905677979
562773;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;956,613905677979
562774;1;2;80;2; ; ; ;2; ;2; ;2; ;1;3; ;5; ;2;73;1092,50189933187
562774;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;1092,50189933187
562775;1;4;80;1;1;1; ;2; ;2; ;1;50000; ; ; ;2;2;2;73;890,342331058011
562775;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;890,342331058011
562776;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;998,868109406185
562778;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;1013,17991845747
562779;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;1320,6126424775
562779;1;6;80;1;1;7; ;2; ;2; ;1;300000; ; ; ;9;2;2;73;1320,6126424775
562781;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;819,481624782684
562781;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;819,481624782684
562782;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;1269,0894646744
562782;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;1269,0894646744
562782;1;4;80;1;1;1; ;2; ;2; ;1;180000; ; ; ;2;2;2;73;1269,0894646744
562782;1;6;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;1269,0894646744
562784;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;1077,40779856367
562784;1;3;80;1;1;7; ;2; ;2; ;1;300000; ; ; ;2;2;2;73;1077,40779856367
562784;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;1077,40779856367
562785;1;2;80;1;2;7; ;2; ;2; ;2; ; ; ; ;9;2;2;73;795,585688736928
562787;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;1268,47856122136
562787;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;1268,47856122136
562789;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;883,709504888876
562792;1;3;80;1;1;7; ;2; ;2; ;1;280000; ; ; ;9;2;2;73;1366,64369177085
562792;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;1366,64369177085
562792;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;1366,64369177085
562793;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;934,640229299992
562794;1;2;80;1;1;7; ;2; ;2; ;1;300000; ; ; ;9;2;2;73;883,709504888876
562802;1;3;80;1;1;7; ;2; ;2; ;1;80000; ; ; ;11;2;2;73;927,423597459401
562811;1;4;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;73;1006,06150342994
562811;1;5;80;1;1;2; ;2; ;2; ;1;1200000; ; ; ;9;2;2;73;1006,06150342994
562825;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;73;869,254104231972
562826;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;1070,77497239453
562831;1;2;80;1;4;8;POR DESPLAZAMIENTO;2; ;2; ;2; ; ;4; ;1;1;2;73;1039,46525296833
562831;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;1039,46525296833
562834;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;988,534528557217
562842;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;1151,85865943553
562844;1;2;80;1;1;7; ;2; ;2; ;2; ; ; ; ;9;2;2;73;1320,26992455944
562845;1;2;80;1;1;2; ;2; ;2; ;1;65000; ; ; ;9;2;2;73;964,457973447346
562846;1;3;80;1;1;1; ;2; ;2; ;1;150000; ; ; ;2;2;2;73;1140,49172050167
562846;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;1140,49172050167
562847;1;2;80;1;1;7; ;2; ;2; ;2; ; ; ; ;9;2;2;73;913,962467958159
562847;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;913,962467958159
562847;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;913,962467958159
562847;2;2;80;1;3;7; ;2; ;2; ;2; ; ; ; ;9;2;2;73;913,962467958159
562848;1;1;80;1;4;2; ;2; ;2; ;2; ; ; ; ;8;2;2;73;956,613905677979
562849;1;2;80;1;3;3; ;2; ;2; ;2; ; ; ; ;4;2;2;73;1185,11659949426
562849;1;5;80;1;2;7; ;2; ;2; ;2; ; ; ; ;2;2;2;73;1185,11659949426
562855;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;1144,55414163278
562857;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;924,306648451024
562857;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;924,306648451024
562858;1;2;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;1087,74137941263
562859;1;1;80;1;1;5; ;2; ;2; ;1;50000; ; ; ;1;2;2;73;892,386025571786
562861;1;1;80;1;2;7; ;2; ;2; ;2; ; ; ; ;4;2;2;73;1120,88871938807
562861;1;2;80;1;2;6; ;2; ;2; ;2; ; ; ; ;1;2;2;73;1120,88871938807
562863;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;924,306648451024
562864;1;2;80;1;3;7; ;2; ;2; ;2; ; ; ; ;9;2;2;73;1029,13167211936
562864;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;1029,13167211936
562867;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;935,963859535498
562867;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;935,963859535498
562867;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;935,963859535498
562869;1;1;80;1;4;7; ;2; ;2; ;2; ; ; ; ;8;2;2;73;892,386025571786
562870;1;1;80;1;4;2; ;2; ;2; ;2; ; ; ; ;8;2;2;73;733,366110578083
562871;1;2;80;1;2;5; ;2; ;2; ;2; ; ; ; ;9;2;2;73;985,879930590402
562871;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;73;985,879930590402
562871;1;7;80;1;2;7; ;2; ;2; ;2; ; ; ; ;1;2;2;73;985,879930590402
562872;1;2;80;1;1;5; ;2; ;2; ;1;1200000; ; ; ;1;2;2;73;1064,70309626057
562872;1;4;80;1;1;1; ;2; ;2; ;1;100000; ; ; ;2;2;2;73;1064,70309626057
562875;1;2;80;1;1;1; ;2; ;2; ;1;28000; ; ; ;2;2;2;73;817,824564616626
562878;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;73;1332,36517378331
562878;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;73;1332,36517378331
562972;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;3052,35777687221
563074;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;2624,06406492582
563074;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;2624,06406492582
563076;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;1;2;2;25;3029,6600070898
563076;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;3029,6600070898
563076;1;6;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;3029,6600070898
563077;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;1758,38966855846
563077;2;1;80;1;2;8;EMBARAZO;2; ;2; ;2; ; ; ; ;9;2;2;25;1758,38966855846
563078;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;25;1832,1125864718
563079;1;3;80;1;4;6; ;2; ;2; ;2; ; ; ; ;1;2;2;25;1996,87235932235
563080;1;2;80;1;3;0; ;2; ;2; ;2; ; ; ; ;1;2;2;25;2550,26238260787
563087;1;1;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;25;2042,80806872212
563098;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;25;2024,55806045971
563098;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;2024,55806045971
563099;1;2;80;1;3;7; ;2; ;2; ;2; ; ; ; ;9;2;2;25;2528,84242359433
563099;1;3;80;2; ; ; ;2; ;2; ;2; ;1;1; ;5; ;2;25;2528,84242359433
563099;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;2528,84242359433
563100;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;25;2622,33067510624
563100;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;2622,33067510624
563100;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;2622,33067510624
563101;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;2912,531540756
563106;1;1;80;1;4;4; ;3; ;2; ;2; ; ; ; ;10;2;2;25;2761,05329489678
563106;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;2761,05329489678
563107;1;2;80;1;4;6; ;2; ;2; ;2; ; ; ; ;9;2;2;25;1617,22872847615
563109;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;1997,00558206353
563110;1;2;80;1;2;2; ;2; ;1;2000000;2; ; ; ; ;9;2;2;25;2912,531540756
563111;1;2;80;1;4;8;SE CANSO DE TRABAJAR;2; ;2; ;2; ; ; ; ;11;2;2;25;2710,34746766749
563112;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;25;2024,55806045971
563112;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;25;2024,55806045971
563307;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;13;1795,54693208169
563307;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;13;1795,54693208169
563308;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;13;1613,73695908574
563308;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;13;1613,73695908574
563308;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;13;1613,73695908574
563309;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;13;1859,72560560441
563309;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;13;1859,72560560441
563309;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;13;1859,72560560441
563310;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;13;1347,83583164431
563310;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;13;1347,83583164431
563311;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;13;2061,44805952313
563311;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;13;2061,44805952313
563311;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;13;2061,44805952313
563312;1;2;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;2;13;2742,14345745597
563312;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;13;2742,14345745597
563312;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;13;2742,14345745597
563312;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;13;2742,14345745597
563313;1;1;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;13;1557,5012121989
563313;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;13;1557,5012121989
563313;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;13;1557,5012121989
563314;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;13;1542,05048038957
563315;1;2;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;13;1707,14016105667
563318;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;13;1230,45555836192
563318;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;13;1230,45555836192
563318;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;13;1230,45555836192
563319;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;13;1146,11337772558
563319;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;13;1146,11337772558
563319;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;13;1146,11337772558
563320;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;13;1347,83583164431
563322;1;1;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;13;1534,57945398281
563322;1;2;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;13;1534,57945398281
563323;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;13;1371,4458619236
563324;1;1;80;2; ; ; ;2; ;2; ;2; ;1;4; ;9; ;2;13;1491,11447652535
563324;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;13;1491,11447652535
563324;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;13;1491,11447652535
563325;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;13;1958,73805788551
563325;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;13;1958,73805788551
563325;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;13;1958,73805788551
563326;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;13;1180,51733384845
563326;1;4;80;1;1;5; ;2; ;2; ;2; ; ; ; ;9;2;2;13;1180,51733384845
563644;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;17;1790,71779947475
563644;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1790,71779947475
563645;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1503,1676873571
563647;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1611,35547967625
563648;1;2;80;1;2;7; ;2; ;2; ;1;250000; ; ; ;9;2;2;17;1556,93595299263
563648;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1556,93595299263
563649;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1929,3439588234
563649;1;6;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1929,3439588234
563649;1;7;80;1;3;3; ;2; ;2; ;2; ; ; ; ;4;2;2;17;1929,3439588234
563649;1;8;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;17;1929,3439588234
563650;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1940,41918868897
563651;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1951,63735644447
563652;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1803,1527821757
563653;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1984,34396746769
563653;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1984,34396746769
563653;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1984,34396746769
563653;1;10;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1984,34396746769
563657;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;2162,78535987205
563660;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1750,91332183437
563662;1;1;80;1;2;3; ;2; ;2; ;2; ; ; ; ;4;2;2;17;1758,60647650679
563662;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1758,60647650679
563662;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1758,60647650679
563662;1;4;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;17;1758,60647650679
563664;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1476,88028596354
563665;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1940,41918868897
563668;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1642,72552951522
563671;1;1;80;1;2;3; ;2; ;2; ;2; ; ; ; ;4;2;2;17;1951,63735644447
563671;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1951,63735644447
563672;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1706,63734220686
563672;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1706,63734220686
563673;1;1;80;1;4;6; ;1;2;2; ;2; ; ;4; ;8;1;2;17;1406,65224738826
563673;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1406,65224738826
563676;1;2;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;2;17;2122,98088223168
563677;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;17;1672,56022293293
563677;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1672,56022293293
563677;1;5;80;1;4;3; ;2; ;2; ;2; ; ; ; ;4;2;2;17;1672,56022293293
563678;1;2;80;1;2;2; ;2; ;2; ;2; ; ; ; ;9;2;2;17;1613,6469153211
563679;1;1;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;17;1406,65224738826
563679;1;2;80;1;3;0; ;2; ;2; ;2; ; ;3; ;4;1;2;17;1406,65224738826
563683;1;2;80;1;1;6; ;2; ;1;10000;1;600000; ; ; ;1;2;2;17;1391,53742118929
563683;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1391,53742118929
563683;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1391,53742118929
563684;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1951,63735644447
563685;1;2;80;2; ; ; ;2; ;2; ;2; ;1;4; ;9; ;2;17;1642,72552951522
563686;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1323,15410651052
563686;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1323,15410651052
563686;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1323,15410651052
563687;1;1;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;2;17;1782,69900546346
563687;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1782,69900546346
563688;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1951,63735644447
563689;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1992,6586490303
563692;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;2059,82514876362
563692;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;2059,82514876362
563693;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1625,31926767141
563693;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1625,31926767141
563694;1;2;80;1;3;3; ;2; ;2; ;2; ; ; ; ;4;2;2;17;2091,19519860259
563697;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;17;1750,91332183437
563697;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1750,91332183437
563699;1;2;80;1;4;2; ;2; ;2; ;2; ; ; ; ;9;2;2;17;1951,63735644447
563702;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1716,10079814675
563702;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1716,10079814675
563702;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1716,10079814675
563702;1;7;80;1;1;2; ;2; ;2; ;1;300000; ; ; ;9;2;2;17;1716,10079814675
563705;1;1;80;1;3;2; ;2; ;2; ;2; ; ; ; ;9;2;2;17;1406,65224738826
563705;1;2;80;1;4;3; ;1;2;2; ;2; ; ; ; ;4;2;2;17;1406,65224738826
563706;1;2;80;1;3;5; ;2; ;2; ;2; ; ; ; ;1;2;2;17;1706,63734220686
563706;1;3;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1706,63734220686
563709;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1387,06591920215
563709;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1387,06591920215
563709;1;5;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1387,06591920215
563714;1;2;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;2122,98088223168
563715;1;1;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1557,8824418967
563715;1;4;80;2; ; ; ;2; ;2; ;2; ;2; ;.; ; ;2;17;1557,8824418967
