directorio;secuencia_p;orden;Oficio;Rama2d_r4;Rama4d_r4;P6430;P6800;P6850;P6830;P6500;P6750;P6760;Oci;Mes;Area;clase;DPTO;Fex_c_2011
15313;1;2;58;00;0000;1;48;48; ; ; ; ;1;04;66;1;66;120,557279399372
15313;1;4;58;80;8010;4;42;0;6; ; ;1;1;04;66;1;66;120,557279399372
15316;1;1;53;56;5619;1;48;0;5;840000; ; ;1;04;47;1;47;433,509598902976
15317;1;1;98;49;4921;4;48;0;6; ;0;1;1;04;68;1;68;1775,14620284944
15318;1;1;79;14;1410;4;20;0;6; ;180000;1;1;04;23;1;23;217,350364220035
15322;1;2;07;86;8610;1;21;10;6; ; ; ;1;04;20;1;20;156,195521543911
15323;1;1;45;47;4792;4;10;10; ; ;30000;1;1;04;54;1;54;464,239593954538
15323;1;2;98;49;4921;4;60;30;7; ;180000;1;1;04;54;1;54;464,239593954538
15325;1;1;57;96;9602;4;50;6;6; ;800000;1;1;04;50;1;50;331,02069313756
15326;1;1;45;47;4792;4;12;0;6; ;300000;1;1;04;76;1;76;1178,48499827881
15327;1;3;99;45;4520;4;65;0;7; ;200000;1;1;04;54;1;54;320,809930104173
15327;1;4;21;45;4520;4;70;0;7; ;400000;1;1;04;54;1;54;320,809930104173
15328;1;2;39;85;8544;2;40;38;7;2500000; ; ;1;04;15;1;15;670,834801690578
15329;1;1;12;84;8413;2;40;40; ;3000000; ; ;1;04;15;1;15;154,624529117833
15331;1;1;97;27;2750;1;48;0;6;878000; ; ;1;04;05;1;05;1156,5638969752
15331;1;4;79;82;8299;1;48;0;5;878000; ; ;1;04;05;1;05;1156,5638969752
15331;1;5;97;10;1089;1;48;48; ;878000; ; ;1;04;05;1;05;1156,5638969752
15338;1;1;45;46;4642;1;63;0;6;900000; ; ;1;04;18;1;18;84,9693338018607
15342;1;3;41;47;4719;4;40;5;6; ; ;1;1;04;66;1;66;172,439352709605
15344;1;1;39;86;8621;1;48;0;1;950000; ; ;1;04;41;1;41;323,50020090362
15346;1;2;41;47;4719;4;40;0;7; ;100000;1;1;04;54;1;54;350,476444924746
15353;1;1;41;47;4724;4;70;0;6; ;1000000;1;1;04;18;1;18;124,248108932613
15354;1;4;77;56;5619;4;20;0;5; ;400000;1;1;04;05;1;05;1224,45536445072
15354;1;6;98;49;4921;4;72;72; ; ;1200000;1;1;04;05;1;05;1224,45536445072
15357;1;3;21;93;9319;4;40;0;7; ;300000;1;1;04;54;1;54;561,073404507454
15358;1;1;45;47;4719;1;48;0;3;940000; ; ;1;04;54;1;54;322,523551565269
15358;1;2;45;47;4781;4;84;0;7; ;300000;1;1;04;54;1;54;322,523551565269
15359;1;3;03;00;0000;4;40;15;6; ; ;1;1;04;66;1;66;165,56352258994
15359;1;4;43;47;4773;1;48;0;6; ; ; ;1;04;66;1;66;165,56352258994
15359;1;5;45;47;4711;1;48;48; ; ; ; ;1;04;66;1;66;165,56352258994
15363;1;1;13;85;8559;4;32;0;5; ;15000000;1;1;04;17;1;17;81,1636473310202
15364;1;2;13;85;8530;2;30;0;7;3600000; ; ;1;04;76;1;76;1016,82044100129
15366;1;2;53;56;5611;1;45;0;6;562000; ; ;1;04;15;1;15;53,8146140604473
15367;1;1;58;84;8412;2;60;60; ;1900000; ; ;1;04;18;1;18;74,0373320004155
15369;1;1;21;84;8412;2;40;0;6;3000000; ; ;1;04;44;1;44;63,1355235683501
15369;1;4;50;55;5511;4;10;0;6; ;0;1;1;04;44;1;44;63,1355235683501
15371;1;3;59;86;8621;2;72;72; ; ; ; ;1;04;19;1;19;57,834108493774
15374;1;3;13;85;8530;2;48;0;3; ; ; ;1;04;66;1;66;195,603469364829
15376;1;1;39;00;0000;4;40;40; ; ;1200000;1;1;04;08;1;08;601,372023217265
15377;1;1;55;81;8121;4;35;0;6; ;0;1;1;04;50;1;50;110,342226896479
15377;1;2;84;95;9529;4;48;0;6; ;300000;1;1;04;50;1;50;110,342226896479
15377;1;3;39;64;6424;1;45;22;6;1300000; ; ;1;04;50;1;50;110,342226896479
15382;1;1;41;47;4759;5;60;0;6; ;800000;1;1;04;18;1;18;51,5922039463244
15383;1;1;33;84;8412;2;48;24;6;3500000; ; ;1;04;18;1;18;78,1236781025215
15383;1;2;13;85;8551;4;48;30;6; ;3600000;1;1;04;18;1;18;78,1236781025215
15384;1;2;97;23;2395;1;48;0;6;1200000; ; ;1;04;17;1;17;95,1165547593051
15384;1;3;33;56;5630;1;60;0;6; ; ; ;1;04;17;1;17;95,1165547593051
15385;1;1;58;35;3511;1;48;48; ;877803; ; ;1;04;23;1;23;187,363378832058
15385;1;2;98;49;4921;1;48;48; ;1500000; ; ;1;04;23;1;23;187,363378832058
15389;1;1;57;96;9602;4;48;0;6; ;1000000;1;1;04;73;1;73;597,241758761802
15389;1;2;06;86;8610;1;48;48; ;3400000; ; ;1;04;73;1;73;597,241758761802
15391;1;1;58;47;4711;1;48;24;6;677000; ; ;1;04;18;1;18;108,345160771755
15392;1;1;58;80;8010;1;48;48; ;1200000; ; ;1;04;73;1;73;599,479586955818
15392;1;2;41;47;4721;4;49;0;6; ;800000;1;1;04;73;1;73;599,479586955818
15395;1;1;39;84;8412;2;40;11;7;1200000; ; ;1;04;15;1;15;114,481385500023
15396;1;1;58;86;8621;1;48;0;3;1000000; ; ;1;04;18;1;18;74,6085988321296
15396;1;3;54;87;8730;1;56;56; ;900000; ; ;1;04;18;1;18;74,6085988321296
15397;1;1;53;56;5611;5;48;30;6; ;1000000;1;1;04;17;1;17;220,480441309638
15397;1;2;53;56;5611;1;48;30;6;800000; ; ;1;04;17;1;17;220,480441309638
15397;1;3;40;47;4752;1;60;0;6;1400000; ; ;1;04;17;1;17;220,480441309638
15401;1;1;85;43;4321;4;4;0;7; ;0;1;1;04;41;1;41;102,441730286146
15403;1;1;07;86;8692;4;32;0;6; ;2600000;1;1;04;76;1;76;758,218475014118
15404;1;2;45;47;4752;1;48;0;6;877803; ; ;1;04;23;1;23;125,995207065533
15405;1;2;41;45;4542;4;60;10;6; ;3000000;1;1;04;18;1;18;71,3477052027003
15408;1;1;41;47;4759;4;60;40;6; ;600000;1;1;04;73;1;73;569,854043902868
15409;1;2;44;65;6511;1;40;0;3;2000000; ; ;1;04;76;1;76;1387,5215683789
15413;1;1;85;95;9522;1;48;0;7;990000; ; ;1;04;15;1;15;621,44768894655
15414;1;1;37;73;7310;1;48;0;7;870000; ; ;1;04;05;1;05;1490,63489627318
15414;1;2;33;69;6920;1;48;48; ;1500000; ; ;1;04;05;1;05;1490,63489627318
15414;1;3;11;69;6920;1;48;0;1;870000; ; ;1;04;05;1;05;1490,63489627318
15415;1;1;08;86;8621;1;48;48; ;1700000; ; ;1;04;76;1;76;821,971647540658
15415;1;2;57;96;9602;4;24;0;6; ; ;1;1;04;76;1;76;821,971647540658
15416;1;1;54;97;9700;3;40;40; ;750000; ; ;1;04;73;1;73;289,84280245033
15417;1;1;11;52;5229;1;48;5;5;5000000; ; ;1;04;11;1;11;1395,70723304849
15422;1;1;41;47;4721;4;36;0;6; ;700000;1;1;04;73;1;73;277,429862369668
15422;1;2;45;47;4721;6;36;0;6; ; ; ;1;04;73;1;73;277,429862369668
15423;1;1;95;41;4111;4;48;0;7; ;870000;1;1;04;08;1;08;1254,22476052946
15423;1;2;45;47;4773;1;48;0;3;870000; ; ;1;04;08;1;08;1254,22476052946
15424;1;2;33;55;5511;1;40;0;5;1100000; ; ;1;04;47;1;47;274,258959131718
15425;1;1;14;94;9491;1;48;0;6;1000000; ; ;1;04;23;1;23;264,34800975049
15425;1;2;45;47;4792;4;20;0;6; ;50000;1;1;04;23;1;23;264,34800975049
15426;1;2;41;47;4721;5;24;24; ; ;800000;1;1;04;66;1;66;335,660830235376
15429;1;1;53;56;5611;4;40;0;6; ;450000;1;1;04;18;1;18;23,9946007460964
15429;1;3;53;56;5613;1;36;0;6;400000; ; ;1;04;18;1;18;23,9946007460964
15433;1;2;32;84;8415;2;40;40; ;3000000; ; ;1;04;41;1;41;90,4934777430851
15434;1;1;45;47;4789;1;12;0;6;120000; ; ;1;04;41;1;41;146,292122003982
15434;1;2;45;47;4789;4;24;0;6; ;300000;1;1;04;41;1;41;146,292122003982
15435;1;3;98;49;4921;4;73;0;7; ;600000;1;1;04;18;1;18;138,144933422142
15436;1;1;53;56;5621;4;42;0;6; ;1000000;1;1;04;76;1;76;1000,89369653201
15436;1;2;12;69;6910;4;50;0;6; ;2000000;1;1;04;76;1;76;1000,89369653201
15440;1;1;93;43;4330;4;30;0;6; ;900000;1;1;04;17;1;17;42,5488025449445
15441;1;2;55;33;3312;1;48;0;1;870000; ; ;1;04;05;1;05;1840,63286055014
15442;1;1;45;56;5613;4;70;56;6; ;900000;1;1;04;08;1;08;435,315732788602
15443;1;1;95;41;4111;4;48;0;6; ;600000;1;1;04;20;1;20;221,395643997602
15448;1;3;45;46;4631;1;48;48; ;877803; ; ;1;04;70;1;70;165,665374639119
15449;1;1;33;64;6412;1;40;40; ;1800000; ; ;1;04;41;1;41;114,004658745041
15451;1;2;33;49;4923;1;48;16;6;878000; ; ;1;04;50;1;50;445,978973666725
15452;1;1;54;55;5590;4;40;40; ; ;300000;1;1;04;20;1;20;103,170828977408
15455;1;1;03;84;8415;2;48;48; ;3600000; ; ;1;04;18;1;18;44,9278056272473
15455;1;2;13;85;8530;1;48;0;3;1800000; ; ;1;04;18;1;18;44,9278056272473
15458;1;2;95;47;4752;4;48;10;6; ;400000;1;1;04;41;1;41;295,79377392617
15459;1;1;58;84;8422;2;78;78; ;1500000; ; ;1;04;18;1;18;106,182239360557
15459;1;2;45;47;4792;4;10;10; ; ;400000;1;1;04;18;1;18;106,182239360557
15460;1;1;98;49;4922;1;48;0;6;1200000; ; ;1;04;18;1;18;27,3528752385341
15461;1;1;55;49;4923;1;48;0;3;1040000; ; ;1;04;41;1;41;116,840033915111
15461;1;2;44;82;8299;1;45;45; ;1200000; ; ;1;04;41;1;41;116,840033915111
15463;1;1;55;81;8121;4;42;0;6; ;200000;1;1;04;70;1;70;63,9695445771241
15464;1;1;44;64;6499;4;48;0;6; ;900000;1;1;04;20;1;20;108,771389577058
15465;1;1;45;47;4792;4;20;0;7; ;200000;1;1;04;76;1;76;1712,06829568302
15466;1;1;58;35;3511;1;48;48; ; ; ; ;1;04;63;1;63;163,350465234855
15468;1;2;44;64;6412;1;43;24;6;3700000; ; ;1;04;52;1;52;335,94845628607
15470;1;1;97;15;1522;1;48;0;3;877802; ; ;1;04;17;1;17;165,055275481575
15472;1;1;98;49;4921;4;70;0;6; ;1000000;1;1;04;23;1;23;235,224749243829
15473;1;1;98;49;4921;4;40;0;7; ;600000;1;1;04;18;1;18;146,494955996789
15473;1;3;99;45;4520;4;40;0;7; ;500000;1;1;04;18;1;18;146,494955996789
15473;1;4;57;96;9602;4;40;0;7; ;800000;1;1;04;18;1;18;146,494955996789
15473;1;6;95;41;4111;4;40;0;7; ;800000;1;1;04;18;1;18;146,494955996789
15475;1;1;41;47;4773;4;48;0;6; ;400000;1;1;04;20;1;20;180,700927551988
15475;1;2;58;84;8423;2;72;72; ;1800000; ; ;1;04;20;1;20;180,700927551988
15477;1;2;13;84;8413;4;48;48; ; ;2300000;1;1;04;18;1;18;44,0712015442537
15477;1;3;19;84;8413;4;48;48; ; ;1800000;1;1;04;18;1;18;44,0712015442537
15479;1;1;98;49;4921;1;60;0;7;870000; ; ;1;04;08;1;08;942,185968024853
15479;1;2;45;47;4792;4;15;0;7; ;300000;1;1;04;08;1;08;942,185968024853
15479;1;4;45;47;4792;4;18;0;7; ;400000;1;1;04;08;1;08;942,185968024853
15481;1;3;98;49;4921;4;54;20;6; ;350000;1;1;04;18;1;18;64,5466009170858
15482;1;2;07;86;8610;1;48;48; ;1400000; ; ;1;04;20;1;20;129,291750626791
15483;1;1;30;47;4772;1;48;20;1; ; ; ;1;04;76;1;76;1832,45266331804
15487;1;2;41;47;4752;4;60;0;6; ;800000;1;1;04;18;1;18;53,7658340576455
15488;1;1;08;62;6201;4;19;12;6; ;600000;1;1;04;18;1;18;70,7023220210039
15491;1;1;33;86;8610;2;48;48; ;1100000; ; ;1;04;18;1;18;80,3857543443002
15496;1;1;45;47;4711;1;50;36;6;950000; ; ;1;04;18;1;18;69,1386105713485
15497;1;1;12;99;9900;1;48;10;6;4000000; ; ;1;04;18;1;18;70,7023220210039
15498;1;1;41;47;4774;4;48;12;7; ;800000;1;1;04;70;1;70;157,218454921689
15499;1;1;41;46;4663;4;60;0;6; ;400000;1;1;04;18;1;18;57,216286863276
15501;1;1;45;10;1081;1;40;40; ;980000; ; ;1;04;08;1;08;387,70879254045
15501;1;2;13;85;8530;1;48;48; ;1400000; ; ;1;04;08;1;08;387,70879254045
15502;1;2;45;47;4731;1;48;48; ;877803; ; ;1;04;76;1;76;1015,00971375894
15502;2;1;85;49;4921;1;48;0;5;1200000; ; ;1;04;76;1;76;1015,00971375894
15503;1;1;45;47;4781;4;30;15;6; ;400000;1;1;04;18;1;18;37,9704476199231
15503;1;3;45;47;4781;4;36;20;6; ;400000;1;1;04;18;1;18;37,9704476199231
15506;1;1;41;47;4771;4;54;0;7; ;350000;1;1;04;15;1;15;113,74438459365
15507;1;1;98;10;1081;1;48;48; ;1200000; ; ;1;04;68;1;68;876,929280807014
15508;1;1;45;47;4792;4;30;20;6; ;300000;1;1;04;08;1;08;1156,54156380688
15508;1;4;02;42;4210;4;48;48; ; ;1600000;1;1;04;08;1;08;1156,54156380688
15511;1;1;84;10;1090;1;40;40; ;1000000; ; ;1;04;08;1;08;1042,25516715185
15512;1;1;59;86;8621;2;12;12; ; ; ; ;1;04;15;1;15;68,6440321591786
15513;1;1;55;81;8121;4;42;0;6; ;200000;1;1;04;70;1;70;82,4854686760314
15514;1;1;59;70;7010;1;8;8; ;900000; ; ;1;04;15;1;15;59,6010687670603
15516;1;1;19;82;8230;4;12;0;6; ;0;1;1;04;76;1;76;1424,99358745646
15517;1;1;45;56;5619;4;72;0;7; ; ;1;1;04;76;1;76;1391,01773490147
15518;1;2;32;35;3520;1;48;48; ;2000000; ; ;1;04;50;1;50;204,164519771987
15523;1;1;41;47;4711;4;80;30;6; ;1000000;1;1;04;50;1;50;255,782508803176
15525;1;1;54;97;9700;3;80;80; ;450000; ; ;1;04;18;1;18;58,5554000765659
15527;1;1;21;30;3012;1;48;8;6; ; ; ;1;04;13;1;13;652,761961349329
15527;1;3;39;86;8610;1;48;16;6;980000; ; ;1;04;13;1;13;652,761961349329
15530;1;1;57;96;9602;4;48;0;6; ; ;1;1;04;23;1;23;89,65447612251
15534;1;2;07;86;8610;1;48;48; ;1680000; ; ;1;04;20;1;20;234,739907568821
15534;1;3;07;86;8621;4;12;12; ; ;900000;1;1;04;20;1;20;234,739907568821
15535;1;1;94;32;3210;4;40;10;6; ;0;1;1;04;23;1;23;150,104701412983
15535;1;3;75;13;1393;4;50;15;6; ;100000;1;1;04;23;1;23;150,104701412983
15538;1;1;58;84;8423;2;48;48; ; ; ; ;1;04;19;1;19;80,638338082811
15542;1;1;58;80;8010;1;85;85; ;400000; ; ;1;04;18;1;18;76,7247553780954
15543;1;2;45;92;9200;4;36;0;6; ;500000;1;1;04;17;1;17;49,8052396008801
15543;1;3;45;47;4792;4;32;0;5; ;4000000;1;1;04;17;1;17;49,8052396008801
15545;1;1;53;56;5619;1;48;0;5;877803; ; ;1;04;13;1;13;724,644984404872
15547;1;2;53;88;8890;1;48;0;6;877803; ; ;1;04;23;1;23;218,19691311665
15548;1;1;77;56;5619;4;25;5;7; ;250000;1;1;04;18;1;18;97,0175025758691
15550;1;2;79;14;1410;4;42;0;6; ;200000;1;1;04;20;1;20;99,0339755917296
15552;1;1;59;86;8610;1;48;24;6;1550000; ; ;1;04;47;1;47;189,450203731639
15552;1;2;98;49;4921;1;50;0;5;1000000; ; ;1;04;47;1;47;189,450203731639
15553;1;1;41;47;4719;5;54;0;6; ;200000;1;1;04;13;1;13;706,82194337006
15553;1;2;45;47;4719;1;40;0;5;800000; ; ;1;04;13;1;13;706,82194337006
15556;1;1;95;41;4111;4;48;10;6; ;300000;1;1;04;41;1;41;39,5592425537942
15558;1;2;79;14;1410;4;48;0;7; ; ;1;1;04;19;1;19;52,1605745106967
15559;1;2;95;41;4111;1;50;0;6;250000; ; ;1;04;68;1;68;344,87333751196
15560;1;2;77;56;5619;4;3;3; ; ;20000;1;1;04;70;1;70;149,868876604682
15562;1;3;44;41;4111;1;48;0;3;1000000; ; ;1;04;50;1;50;135,943501998641
15565;1;4;84;45;4520;4;48;0;7; ;600000;1;1;04;19;1;19;59,5084281038477
15566;1;1;59;49;4921;1;48;0;7;1815000; ; ;1;04;18;1;18;113,337454882816
15567;1;1;97;42;4210;4;48;0;6; ;3000000;1;1;04;68;1;68;420,978985107913
15567;1;5;99;38;3830;1;48;0;3;877803; ; ;1;04;68;1;68;420,978985107913
15570;1;1;13;85;8530;1;48;48; ;1400000; ; ;1;04;41;1;41;71,9574715534241
15570;1;3;53;56;5611;1;70;0;6;900000; ; ;1;04;41;1;41;71,9574715534241
15571;1;2;57;96;9602;4;20;20; ; ;800;1;1;04;08;1;08;522,565940281958
15572;1;1;87;25;2511;4;60;0;6; ;600000;1;1;04;20;1;20;146,897775105192
15572;1;4;41;45;4512;4;52;0;6; ;600000;1;1;04;20;1;20;146,897775105192
15576;1;1;41;47;4723;4;60;40;6; ;250000;1;1;04;08;1;08;333,236540859403
15576;1;3;95;41;4111;4;48;0;6; ;100000;1;1;04;08;1;08;333,236540859403
15577;1;1;41;47;4752;4;60;0;7; ;160000;1;1;04;18;1;18;64,3654343581409
15581;1;1;59;86;8610;1;48;48; ;1070000; ; ;1;04;18;1;18;73,463949635537
15582;1;1;03;78;7810;1;40;40; ;1500000; ; ;1;04;08;1;08;623,087784929815
15582;1;2;11;69;6920;1;40;40; ;2300000; ; ;1;04;08;1;08;623,087784929815
15585;1;2;02;61;6120;1;48;48; ;1800000; ; ;1;04;15;1;15;167,885728419564
15585;1;3;06;75;7500;4;48;48; ; ;1200000;1;1;04;15;1;15;167,885728419564
15588;1;2;98;49;4921;4;65;0;6; ;1200000;1;1;04;73;1;73;332,533364100218
15589;1;1;79;95;9529;4;15;0;6; ;400000;1;1;04;18;1;18;73,093359365532
15589;1;3;98;41;4111;1;12;0;1;900000; ; ;1;04;18;1;18;73,093359365532
15590;1;2;83;25;2511;4;40;0;6; ;120000;1;1;04;18;1;18;81,3913433651992
15591;1;1;41;47;4729;4;30;0;6; ;200000;1;1;04;08;1;08;282,750707487053
15591;1;2;84;95;9529;4;40;0;6; ;300000;1;1;04;08;1;08;282,750707487053
15591;1;4;99;47;4723;4;40;40; ; ; ;1;1;04;08;1;08;282,750707487053
15592;1;3;39;86;8610;1;56;54;4;1160000; ; ;1;04;50;1;50;218,384456252834
15594;1;1;12;69;6910;5;40;20;6; ; ;1;1;04;76;1;76;1624,42037959032
15594;1;2;39;84;8414;2;40;20;1;3643000; ; ;1;04;76;1;76;1624,42037959032
15594;1;3;12;69;6910;4;20;0;6; ;0;1;1;04;76;1;76;1624,42037959032
15594;1;4;32;69;6910;1;40;20;1;877803; ; ;1;04;76;1;76;1624,42037959032
15595;1;3;57;96;9602;4;12;0;7; ;50000;1;1;04;18;1;18;49,9127105682381
15597;1;2;59;86;8621;1;48;48; ;1200000; ; ;1;04;54;1;54;451,166938717228
15598;1;1;54;94;9499;1;40;40; ;877800; ; ;1;04;27;1;27;47,6775456919062
15601;1;1;97;52;5210;4;48;0;6; ;500000;1;1;04;41;1;41;56,6253659578625
15601;1;2;45;56;5619;4;50;0;6; ;500000;1;1;04;41;1;41;56,6253659578625
15609;1;1;33;49;4921;1;48;0;7;896420; ; ;1;04;18;1;18;76,8369503935143
15610;1;1;54;94;9499;1;40;40; ;1140000; ; ;1;04;27;1;27;114,426109660575
15612;1;1;12;84;8415;2;40;40; ;4000000; ; ;1;04;54;1;54;316,571836288241
15612;1;2;08;00;0000;1;25;0;7;980657; ; ;1;04;54;1;54;316,571836288241
15618;1;1;83;25;2511;4;24;1;5; ;670000;1;1;04;54;1;54;290,200075740105
15618;1;2;45;47;4792;4;10;0;5; ;50000;1;1;04;54;1;54;290,200075740105
15618;1;4;79;15;1513;4;66;0;5; ;480000;1;1;04;54;1;54;290,200075740105
15619;1;3;98;49;4921;4;127;30;7; ;300000;1;1;04;27;1;27;57,3491240958195
15622;1;1;21;10;1081;5;48;35;6; ; ;1;1;04;20;1;20;135,936587209694
15624;1;1;57;96;9602;4;4;0;6; ;300000;1;1;04;18;1;18;41,2946877104042
15624;1;3;62;01;0161;8;9;0;7;750000; ; ;1;04;18;1;18;41,2946877104042
15625;1;3;13;88;8890;1;40;40; ; ; ; ;1;04;76;1;76;1134,56884536977
15626;1;1;77;56;5612;4;36;0;6; ;600000;1;1;04;68;1;68;395,390841148844
15626;1;2;16;90;9005;4;50;0;6; ;800000;1;1;04;68;1;68;395,390841148844
15631;1;1;70;10;1011;1;60;60; ; ; ; ;1;04;05;1;05;2458,26044916345
15632;1;2;13;85;8559;4;8;0;6; ;150000;1;1;04;73;1;73;428,519666649374
15633;1;1;77;10;1081;4;48;32;5; ;840000;1;1;04;11;1;11;2905,82195832418
15633;1;2;99;81;8129;1;48;40;6;980000; ; ;1;04;11;1;11;2905,82195832418
15633;1;7;95;41;4111;4;40;30;5; ;700000;1;1;04;11;1;11;2905,82195832418
15635;1;2;81;31;3110;4;60;0;6; ;400000;1;1;04;20;1;20;102,20267513095
15635;1;4;38;61;6190;4;48;0;6; ;0;1;1;04;20;1;20;102,20267513095
15635;1;8;82;23;2396;4;48;0;6; ;600000;1;1;04;20;1;20;102,20267513095
15635;1;10;18;93;9312;1;40;0;6;950000; ; ;1;04;20;1;20;102,20267513095
15638;1;1;39;85;8541;1;45;0;7;200000; ; ;1;04;18;1;18;87,1753700221697
15639;1;2;33;61;6120;1;48;24;6;900000; ; ;1;04;41;1;41;359,633147223726
15640;1;1;41;47;4771;4;42;42; ; ;150000;1;1;04;50;1;50;414,895633274685
15641;1;1;98;46;4631;1;48;48; ;980657; ; ;1;04;20;1;20;186,816972922962
15642;1;1;06;86;8622;5;48;0;5; ;0;1;1;04;76;1;76;2693,39832285117
15642;1;2;33;86;8622;5;24;0;5; ;0;1;1;04;76;1;76;2693,39832285117
15642;1;5;59;51;5112;1;60;0;5; ; ; ;1;04;76;1;76;2693,39832285117
15643;1;2;84;45;4542;4;50;0;7; ;350000;1;1;04;66;1;66;127,780229555061
15644;1;1;54;97;9700;3;32;32; ;400000; ; ;1;04;27;1;27;54,201841418167
15650;1;1;21;14;1410;4;60;0;6; ;0;1;1;04;68;1;68;569,374701775379
15650;1;2;41;47;4771;4;48;0;6; ;0;1;1;04;68;1;68;569,374701775379
15653;1;1;98;90;9007;1;30;0;6;400000; ; ;1;04;08;1;08;921,197760351511
15653;1;2;55;64;6412;1;48;16;6;878000; ; ;1;04;08;1;08;921,197760351511
15653;1;4;53;56;5619;1;48;0;5;878000; ; ;1;04;08;1;08;921,197760351511
15656;1;1;45;47;4781;4;49;30;7; ;400000;1;1;04;08;1;08;1194,69746838254
15656;1;5;41;47;4759;4;60;30;7; ;300000;1;1;04;08;1;08;1194,69746838254
15657;1;1;55;81;8121;4;40;0;6; ;260000;1;1;04;73;1;73;280,08579031588
15659;1;1;55;81;8121;4;30;0;6; ;0;1;1;04;20;1;20;190,73204689585
15659;1;2;84;45;4542;1;48;0;6;900000; ; ;1;04;20;1;20;190,73204689585
15660;1;1;58;49;4921;1;48;0;6;1600000; ; ;1;04;41;1;41;346,073326813137
15663;1;1;19;70;7010;1;48;0;5;1200000; ; ;1;04;27;1;27;28,6065274151437
15666;1;1;98;49;4921;4;8;2;6; ;700000;1;1;04;18;1;18;48,3535055195143
15669;1;1;55;68;6820;1;48;48; ;877800; ; ;1;04;20;1;20;227,162583336699
15669;1;2;21;52;5221;4;52;0;6; ;500000;1;1;04;20;1;20;227,162583336699
15671;1;3;58;46;4631;1;68;43;6; ; ; ;1;04;27;1;27;13,5504603545418
15675;1;1;84;45;4542;4;50;0;5; ;800000;1;1;04;41;1;41;360,437138604899
15675;1;2;79;95;9529;4;35;0;6; ;500000;1;1;04;41;1;41;360,437138604899
15677;1;1;98;49;4921;4;84;0;6; ;800000;1;1;04;05;1;05;1956,28527397363
15677;1;3;33;92;9200;1;48;20;6;1200000; ; ;1;04;05;1;05;1956,28527397363
15678;1;1;89;23;2392;4;64;0;5; ;800000;1;1;04;54;1;54;313,180735092054
15678;1;2;53;56;5619;4;46;0;5; ;500000;1;1;04;54;1;54;313,180735092054
15678;1;3;33;49;4921;4;60;0;5; ;500000;1;1;04;54;1;54;313,180735092054
15680;1;1;99;96;9609;4;48;40;6; ; ;1;1;04;27;1;27;14,7402349453469
15680;1;3;98;49;4921;4;58;0;6; ;300000;1;1;04;27;1;27;14,7402349453469
15681;1;1;77;56;5619;4;8;0;5; ;100000;1;1;04;18;1;18;126,08615202538
15681;1;2;95;41;4111;4;8;2;6; ;800000;1;1;04;18;1;18;126,08615202538
15684;1;2;11;69;6920;4;48;0;6; ;0;1;1;04;68;1;68;857,527031139704
15684;1;4;85;61;6120;1;48;48; ;1000000; ; ;1;04;68;1;68;857,527031139704
15685;1;1;99;45;4530;1;48;0;6;910000; ; ;1;04;50;1;50;158,490962015594
15688;1;2;77;10;1081;4;70;0;6; ;200000;1;1;04;47;1;47;117,666891130808
15689;1;4;39;86;8610;1;48;0;7;877803; ; ;1;04;05;1;05;1273,26830136189
15693;1;2;79;85;8530;4;30;0;6; ;300000;1;1;04;08;1;08;1391,94271461483
15696;1;2;13;85;8512;1;40;0;5;877803; ; ;1;04;27;1;27;47,6775456919062
15697;1;1;77;56;5619;4;30;0;7; ;0;1;1;04;27;1;27;40,0491383812012
15697;1;2;45;47;4771;1;50;0;7;980657; ; ;1;04;27;1;27;40,0491383812012
15700;1;1;03;36;3600;2;44;0;3;1200000; ; ;1;04;63;1;63;36,1989470285183
15701;1;3;53;55;5511;1;48;0;5;1200000; ; ;1;04;54;1;54;771,944367478275
15702;1;1;98;49;4921;4;69;0;6; ;600000;1;1;04;27;1;27;13,5504603545418
15702;1;2;54;97;9700;3;42;42; ;500000; ; ;1;04;27;1;27;13,5504603545418
15704;1;1;45;47;4761;4;40;0;6; ;0;1;1;04;20;1;20;114,694816508287
15704;1;2;44;65;6512;4;48;0;6; ;600000;1;1;04;20;1;20;114,694816508287
15709;1;1;45;56;5619;1;48;48; ;900000; ; ;1;04;08;1;08;566,184344816048
15710;1;1;13;85;8530;2;30;30; ; ; ; ;1;04;19;1;19;49,1270785560591
15712;1;2;39;86;8610;1;48;0;5;1100000; ; ;1;04;11;1;11;2837,435814849
15713;1;1;45;92;9200;4;42;0;5; ;100000;1;1;04;05;1;05;954,186256668059
15713;1;2;79;14;1410;1;48;0;5;877803; ; ;1;04;05;1;05;954,186256668059
15717;1;1;62;01;0122;8;48;48; ; ; ; ;1;04;05;1;05;2126,83063657138
15721;1;2;19;84;8413;2;40;40; ; ; ; ;1;04;27;1;27;40,0491383812012
15726;1;2;84;45;4520;1;40;0;5;2000000; ; ;1;04;27;1;27;47,6775456919062
15727;1;1;98;49;4921;4;78;0;6; ;1200000;1;1;04;08;1;08;1053,86930564664
15727;1;2;02;84;8412;4;48;30;6; ;1800000;1;1;04;08;1;08;1053,86930564664
15727;1;5;98;46;4649;1;48;0;6;878000; ; ;1;04;08;1;08;1053,86930564664
15728;1;2;45;47;4792;4;40;0;6; ;250000;1;1;04;54;1;54;321,924396185155
15729;1;1;98;49;4921;4;48;0;6; ;1000000;1;1;04;08;1;08;717,802427476405
