DIRECTORIO;SECUENCIA_P;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5210S1;P5210S2;P5210S3;P5210S4;P5210S5;P5210S6;P5210S7;P5210S8;P5210S9;P5210S10;P5210S11;P5210S14;P5210S15;P5210S16;P5210S17;P5210S18;P5210S19;P5210S20;P5210S21;P5210S22;P5210S24;P5220;P5220S1;P6006;P6008;P6007;P6007S1;HOGAR;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P4040;REGIS;clase;MES;DPTO;fex_c_2011;AREA
4161912;1;2;1;1;1;1;1;1;3;3; ; ; ; ;650000;2;2;1;2;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2; ;2;2; ;1;3;1;4;1;4;1;1;1;2;1;1;01;1;10;05;950,313459113151;05
4161913;1;4;1;1;1;1;1;1;3;1; ; ;99;400000; ;1;1;2;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;1;2;2;1;1; ;2;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;10;05;1163,36800908541;05
4161914;1;4;2;1;1;1;1;1;3;3; ; ; ; ;1000000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;1;2;1;2; ;3;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;1;10;05;1216,3761167444;05
4161915;1;3;2;1;1;1;1;1;4;1; ; ;98;350000; ;1;1;1;2;1;1;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;1;3; ;4;2; ;1;2;1;4;1;1;2;1;1;3;1;1;01;1;10;05;972,075545234834;05
4161917;1;3;2;1;1;1;1;1;3;1; ; ;35000000;300000; ;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;1;2;2;2;2;1;4; ;5;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;1;10;05;798,302063274585;05
4161919;1;5;3;1;1;1;1;1;3;3; ; ; ; ;250000;1;1;1;2;1;1;1;2;2;2;1;1;1;1;2;2;2;1;2;2;2;1;4; ;5;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;1;10;05;1097,00215078218;05
4161920;1;4;2;1;1;1;1;1;1;3; ; ; ; ;350000;1;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01;1;10;05;1090,62554382278;05
4161921;1;4;1;1;1;1;1;1;3;3; ; ; ; ;900000;1;1;1;1;1;2;1;2;2;1;1;2;2;1;2;2;2;2;2;1;2;1;2; ;2;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;1;10;05;1160,46285747071;05
4161922;1;5;1;1;1;1;1;1;3;3; ; ; ; ;940000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;1;2;1;2; ;2;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;1;10;05;1163,36800908541;05
4161925;1;5;3;1;1;1;1;1;3;2; ;890000;240000000;1200000; ;1;1;1;1;1;1;1;2;1;1;1;2;2;2;2;2;2;2;2;1;2;1;4; ;4;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;1;10;05;802,961939179102;05
4161926;1;3;2;1;1;1;1;1;3;1; ; ;98;300000; ;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;2;2;1;1;2;2;1;3; ;3;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;10;05;1205,57357732527;05
4161928;1;4;2;1;1;1;1;1;3;3; ; ; ; ;950000;1;2;1;1;1;1;1;1;2;1;1;1;2;1;2;2;2;1;2;2;2;1;2; ;4;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;1;10;05;1140,44212007766;05
4161929;1;6;5;1;1;1;1;1;4;2; ;450000;200000000;400000; ;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2; ;6;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;10;05;1223,23375555469;05
4161931;1;5;4;1;1;1;1;1;3;1; ; ;90000000;700000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;2;2;1;5; ;5;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;1;10;05;930,79369634115;05
4161932;1;3;2;1;2;1;1;3;3;1; ; ;20000000;300000; ;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;4;2; ;1;2;1;2;1;1;1;1;1;2;1;1;01;1;10;05;1258,29530519485;05
4161932;2;1;1;1;2;1;1;2;3;3; ; ; ; ;100000;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;2;2;1;2;1;1;1;1;1;2;1;1;01;1;10;05;1258,29530519485;05
4161933;1;4;3;1;1;1;1;1;3;1; ; ;98;1200000; ;1;1;1;1;1;1;1;1;2;1;1;2;2;1;2;2;1;2;2;2;2;1;4; ;4;2; ;1;2;1;4;1;5;1;1;1;2;1;1;01;1;10;05;1249,13766685126;05
4161934;1;4;1;1;1;1;1;1;3;2; ;1330000;210000000;1100000; ;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;1;1;2;2;2;1;2; ;2;2; ;1;2;1;4;1;5;1;1;1;2;1;1;01;1;10;05;1208,57821356452;05
4161935;1;4;1;1;1;1;1;1;3;3; ; ; ; ;1000000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;1;2;1;2; ;2;2; ;1;2;1;4;1;5;1;1;1;2;1;1;01;1;10;05;1208,57821356452;05
4161936;1;4;3;1;1;1;1;1;3;1; ; ;98;900000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;1;2;1;4; ;4;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;1;10;05;802,961939179102;05
4161937;1;4;3;1;1;1;1;1;3;2; ;300000;70000000;350000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;1;2;2;2;1;2; ;3;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;1;10;05;1264,53598487576;05
4161937;2;1;1;1;1;1;1;1;4;3; ; ; ; ;250000;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;2;2;1;4;1;1;1;1;1;2;1;1;01;1;10;05;1264,53598487576;05
4161938;1;2;1;1;1;1;1;1;3;2; ;1200000;200000000;900000; ;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;5;1;1;1;2;1;1;01;1;10;05;1289,40317496745;05
4161939;1;3;1;1;1;1;1;3;3;3; ; ; ; ;200000;2;1;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2; ; ;3;2; ;1;2;1;2;1;1;1;1;1;2;1;1;01;1;10;05;1001,72141438261;05
4161940;1;3;1;1;1;1;1;1;3;3; ; ; ; ;800000;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;1;2;1;2;2;1;1; ;1;2; ;1;2;1;4;1;5;1;1;1;2;1;1;01;1;10;05;1152,37378256989;05
4161941;1;4;2;1;1;1;1;1;3;1; ; ;110000000;500000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;1;2;2;1;3; ;4;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;1;10;05;952,95217370861;05
4161942;1;2;2;1;1;1;1;2;3;3; ; ; ; ;250000;2;1;2;2;1;2;1;2;2;2;1;1;1;1;2;2;2;2;2;2;2;2; ; ;4;2; ;1;2;1;2;1;2;1;1;1;2;1;1;01;1;10;05;1063,19435081078;05
4161943;1;6;2;1;1;1;1;1;4;3; ; ; ; ;1035000;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;1;1;2;1;2;1;2; ;3;2; ;1;2;1;4;1;5;2;1;1;2;1;1;01;1;10;05;1351,52901860489;05
4161944;1;3;2;1;1;1;1;1;3;3; ; ; ; ;260000;2;2;2;2;1;1;1;1;2;2;1;2;2;2;2;2;2;1;2;2;2;1;1; ;4;2; ;1;2;1;4;1;1;1;1;1;2;1;1;01;1;10;05;1323,42676244246;05
4161945;1;3;1;1;1;1;1;3;3;3; ; ; ; ;300000;2;2;2;2;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;10;05;1087,72039220807;05
4161946;1;3;1;1;1;1;1;1;1;3; ; ; ; ;900000;1;1;1;1;1;1;1;1;1;2;1;2;1;1;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;5;2;1;1;2;1;1;01;1;10;05;1155,60172880845;05
4161947;1;3;1;1;2;1;1;1;3;1; ; ;40000000;300000; ;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ;1;2; ;1;2;1;2;1;1;1;1;1;2;1;1;01;1;10;05;1026,31805394945;05
4161947;2;1;1;1;2;1;1;6; ;3; ; ; ; ;150000;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1; ;2;2; ;2;2;1;2;1;1;1;1;1;2;1;1;01;1;10;05;1026,31805394945;05
4161948;1;4;3;1;1;1;1;1;3;1; ; ;60000000;350000; ;1;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;8; ;9;2; ;1;2;1;2;1;2;1;1;1;2;1;1;01;1;10;05;1244,14202092222;05
4161949;1;2;2;1;1;1;1;2;4;3; ; ; ; ;220000;2;2;2;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2; ;5;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01;1;10;05;1191,85007534711;05
4161950;1;3;1;1;1;1;1;1;3;4; ; ; ;800000; ;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;5;1;1;1;2;1;1;01;1;10;05;1152,37378256989;05
4161951;1;4;1;1;1;1;1;1;4;4; ; ; ;600000; ;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;2;1;2;1;2; ;3;2; ;1;2;1;4;1;4;2;1;1;2;1;1;01;1;10;05;1216,3761167444;05
4161952;1;4;3;1;1;1;1;1;4;3; ; ; ; ;4500000;1;2;2;2;1;1;1;2;1;2;1;2;2;2;2;2;1;2;2;1;2;1;2; ;4;2; ;1;2;1;4;1;5;2;1;1;2;1;1;01;1;10;05;1276,46726636997;05
4161953;1;1;1;1;1;1;1;6; ;1; ; ;99;300000; ;2;1;2;2;1;2;1;2;1;2;1;2;1;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;10;05;1203,90282676618;05
4161955;1;4;2;1;1;1;1;1;3;3; ; ; ; ;800000;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;2;2;1;2; ;2;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;1;10;05;1087,72039220807;05
4161956;1;4;2;1;1;1;1;1;3;3; ; ; ; ;700000;2;2;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;1;2;2;2;1;2; ;2;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;1;10;05;1066,02890425594;05
4161957;1;3;1;1;1;1;1;1;3;3; ; ; ; ;700000;2;1;2;1;1;1;1;1;2;2;1;1;1;2;2;2;2;2;2;1;2;1;2; ;2;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;1;10;05;1087,72039220807;05
4161958;1;4;3;1;1;1;1;1;3;4; ; ; ;350000; ;1;1;2;2;1;1;1;1;2;2;1;2;2;2;2;2;1;2;1;2;2;1;3; ;4;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;10;05;1097,76956242247;05
4161961;1;4;2;1;1;1;1;1;3;1; ; ;98;450000; ;1;1;1;1;1;1;1;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2; ;2;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;10;05;1090,62554382278;05
4161962;1;6;1;1;1;1;1;1;3;1; ; ;80000000;250000; ;2;1;2;2;2;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;10;05;1131,16036150355;05
4161963;1;4;2;1;1;1;1;1;3;1; ; ;90000000;450000; ;2;1;1;1;1;1;1;2;2;1;1;1;2;1;2;2;1;2;2;2;2;1;1; ;2;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;10;05;996,601586632125;05
4161964;1;6;2;1;1;1;1;1;3;1; ; ;300000000;1400000; ;1;1;1;1;1;1;1;2;1;1;1;2;2;1;2;2;2;2;2;2;2;1;3; ;3;2; ;1;1;1;4;1;3;1;1;1;2;1;1;01;1;10;05;1119,92803978993;05
4161965;1;6;2;1;1;1;1;1;3;1; ; ;500000000;1000000; ;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;2;2;1;2;1;3; ;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;10;05;948,246317308292;05
4161966;1;4;2;1;1;1;1;1;3;1; ; ;98;400000; ;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;10;05;1090,62554382278;05
4161967;1;5;3;1;1;1;1;1;3;3; ; ; ; ;756000;1;1;2;1;1;1;1;2;2;1;1;2;1;2;2;2;2;2;2;2;2;1;3; ;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;10;05;1141,20953171795;05
4161968;1;5;4;1;1;1;1;1;3;3; ; ; ; ;500000;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;1;1;2;1;2;1;3; ;6;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;10;05;1225,65787531851;05
4161969;1;2;2;1;1;1;1;1;3;1; ; ;98;270000; ;2;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;2;2;1;2; ;4;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;10;05;957,457477712849;05
4161970;1;2;2;1;1;1;1;2;3;4; ; ; ;200000; ;2;2;2;2;1;1;1;1;2;2;1;1;2;2;2;2;2;2;1;2;2;1;2; ;3;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;10;05;1216,3761167444;05
4161971;1;3;2;1;1;1;1;3;3;1; ; ;60000000;300000; ;1;1;1;1;1;1;1;2;1;2;1;2;1;1;2;2;2;2;2;2;2;1;4; ;4;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;10;05;1071,5727704661;05
4161972;1;4;3;1;1;1;1;1;4;2; ;100000;10000000;150000; ;1;1;1;2;1;1;1;2;2;2;1;1;1;1;2;2;2;2;2;2;2;1;3; ;4;2; ;1;2;5;2;1;2;2;1;1;2;1;1;01;1;10;05;952,95217370861;05
4161973;1;8;2;1;1;1;1;1;3;1; ; ;270000000;1200000; ;1;1;2;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;10;05;999,506738246829;05
4161974;1;5;3;1;1;1;1;1;3;1; ; ;98;500000; ;1;1;2;2;1;2;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;3; ;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;10;05;1141,20953171795;05
4161975;1;3;2;1;1;1;1;1;3;4; ; ; ;700000; ;1;1;1;1;1;1;1;2;1;1;1;2;1;1;2;2;1;1;2;1;2;1;3; ;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;10;05;1022,58893496046;05
4161976;1;3;2;1;1;1;1;1;3;1; ; ;98;400000; ;1;1;1;1;1;1;1;1;1;2;1;2;1;1;2;2;2;2;1;1;2;1;3; ;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;10;05;1022,58893496046;05
4161977;1;4;3;1;1;1;1;1;4;4; ; ; ;200000; ;2;1;2;2;1;1;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;3; ;5;2; ;1;1;1;2;1;1;2;1;1;2;1;1;01;1;10;05;1269,24184127608;05
4161978;1;8;4;1;1;1;1;1;3;1; ; ;100000000;350000; ;1;1;1;1;1;1;1;1;1;2;1;2;1;1;2;2;2;2;2;2;2;1;5; ;6;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;10;05;1143,08083467311;05
4161979;1;4;1;1;1;1;1;1;3;1; ; ;98;200000; ;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;1;1;2;1;2;1;1;1;2;1;1;01;1;10;05;1203,90282676618;05
4161980;1;4;3;1;1;1;1;1;3;1; ; ;100000000;500000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;2;2;1;5; ;5;2; ;1;2;1;2;1;3;1;1;1;2;1;1;01;1;10;05;1132,40132976815;05
4161981;1;2;1;1;1;1;1;3;3;1; ; ;25000000;300000; ;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;10;05;1040,0415559276;05
4161982;1;2;1;1;1;1;1;3;3;3; ; ; ; ;300000;2;2;2;2;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1; ;1;1;3;1;2;1;2;1;2;1;1;1;2;1;1;01;1;10;05;1015,44491636076;05
4161983;1;2;2;1;1;1;1;1;3;3; ; ; ; ;500000;1;1;1;1;1;1;1;2;1;2;1;1;2;1;2;2;2;1;1;1;2;1;3; ;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;10;05;1022,58893496046;05
4161984;1;3;2;1;1;1;1;1;3;3; ; ; ; ;365000;1;1;2;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;2;1;2; ;2;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;10;05;1087,72039220807;05
4161985;1;4;3;1;1;1;1;3;3;1; ; ;100000000;500000; ;1;1;1;1;1;1;1;2;1;2;1;2;1;1;2;2;1;2;1;2;2;1;2; ;4;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;10;05;1073,99689022992;05
4161986;1;3;1;1;1;1;1;1;4;3; ; ; ; ;200000;2;2;2;1;1;1;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;1;1; ;2;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01;1;10;05;1087,72039220807;05
4161987;1;3;2;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;2;2;1;1;1;2;2;2;1;2;1;2;2;2;2;1;2;2;2;1;1; ;5;2; ;1;2;1;2;1;2;1;1;1;2;1;1;01;1;10;05;1008,86543298231;05
4161988;1;4;3;1;1;1;2;1;3;1; ; ;98;270000; ;1;1;1;1;1;1;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2; ;4;2; ;1;1;1;4;1;1;1;1;1;2;1;1;01;1;10;05;875,704404441736;05
4161989;1;4;3;1;1;1;1;1;3;2; ;2250000;250000000;2000000; ;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;1;1;1;6; ;6;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;10;05;963,001343923012;05
4161990;1;3;1;1;1;1;1;1;3;1; ; ;25000000;200000; ;1;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;1;1;2;1;2;1;1;1;2;1;1;01;1;10;05;1131,16036150355;05
4161992;1;4;3;1;1;1;1;1;3;1; ; ;110000000;500000; ;1;1;1;1;1;1;1;2;1;2;1;2;1;2;2;2;2;1;2;2;2;1;7; ;7;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;10;05;1206,54854622785;05
4161993;1;3;2;1;1;1;1;1;3;1; ; ;98;700000; ;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;1;1;2;1;2;1;3; ;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;10;05;1047,1855745273;05
4161994;1;3;2;1;1;1;1;1;3;3; ; ; ; ;450000;2;1;2;2;2;2;1;2;2;1;1;1;2;2;2;2;2;2;2;2;2;1;1; ;3;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;10;05;1001,72141438261;05
4161995;1;3;2;1;1;1;1;1;3;3; ; ; ; ;260000;2;1;2;1;1;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;3; ;4;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;10;05;1140,44212007766;05
4161996;1;5;1;1;1;1;1;1;3;1; ; ;98;1300000; ;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;1;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;1;10;05;1040,0415559276;05
4161997;1;3;3;1;1;1;1;3;3;1; ; ;40000000;350000; ;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;1;1;1;2;2;1;3; ;3;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;10;05;1216,3761167444;05
4161998;1;3;2;1;1;1;1;1;4;3; ; ; ; ;250000;2;1;1;2;1;1;1;2;1;2;1;1;1;1;2;2;1;1;2;2;2;1;3; ;4;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01;1;10;05;1024,72667493487;05
4161999;1;3;1;1;1;1;1;1;3;3; ; ; ; ;500000;1;1;1;2;1;1;1;2;1;1;1;2;2;1;2;2;2;2;1;2;1;1;2; ;2;2; ;1;1;1;4;1;2;1;1;1;2;1;1;01;1;10;05;1160,46285747071;05
4162000;1;4;2;1;1;1;1;1;3;3; ; ; ; ;350000;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;2;1;2;1;2;2;1;2; ;3;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;10;05;1106,63432010626;05
4162001;1;4;2;1;1;1;1;3;1;2; ;98;65000000;290000; ;1;1;1;1;1;1;1;2;2;2;1;1;1;2;2;2;2;1;2;2;2;1;3; ;3;2; ;1;2;1;2;1;2;2;1;1;2;1;1;01;1;10;05;1018,08363095622;05
4162002;1;6;4;1;1;1;1;1;3;1; ; ;98;900000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;2;2;1;6; ;6;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;10;05;1145,98598628782;05
4162003;1;3;2;1;1;1;1;1;1;3; ; ; ; ;250000;1;1;2;1;1;1;1;1;1;2;1;1;1;2;2;2;2;1;2;2;2;1;1; ;2;2; ;1;2;1;4;1;2;2;1;1;2;1;1;01;1;10;05;1066,02890425594;05
4162004;1;2;1;1;1;1;1;1;3;3; ; ; ; ;300000;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1; ;1;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;10;05;1131,16036150355;05
4162005;1;4;2;1;1;1;1;1;3;3; ; ; ; ;400000;1;1;1;1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;2; ;3;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;10;05;924,473645115736;05
4162006;1;4;3;1;1;1;1;1;3;3; ; ; ; ;450000;1;1;1;1;1;1;1;2;2;1;1;2;2;1;2;2;2;2;1;2;2;1;3; ;3;2; ;1;1;1;4;1;2;1;1;1;2;1;1;01;1;10;05;1025,49408657516;05
4162007;1;2;1;1;1;1;1;1;1;3; ; ; ; ;300000;2;2;2;2;1;1;1;2;2;2;1;1;1;1;2;2;1;2;2;2;2;1;1; ;3;2; ;1;2;1;4;1;3;2;1;1;2;1;1;01;1;10;05;1283,64531396642;05
4162008;1;4;3;1;1;1;1;1;3;3; ; ; ; ;600000;2;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;2;2;1;3; ;3;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;10;05;1000,89744700833;05
4162009;1;4;1;1;1;1;1;1;4;3; ; ; ; ;1270000;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;1;2;2;2;2;1;1; ;2;2; ;1;2;1;6;1;4;2;1;1;8;1;1;01;1;10;05;1163,36800908541;05
4162010;1;3;2;1;1;1;1;1;3;3; ; ; ; ;250000;1;2;1;1;1;1;1;2;1;1;1;1;1;1;2;2;2;2;2;2;2;1;2; ;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;10;05;1020,98878257093;05
4162011;1;4;1;1;1;1;1;1;3;1; ; ;98;500000; ;1;1;2;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;1; ;1;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;10;05;1040,0415559276;05
4162012;1;2;2;1;1;1;1;1;3;3; ; ; ; ;300000;1;1;1;1;1;1;1;2;1;2;1;2;1;1;2;2;2;2;2;1;2;1;3; ;3;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;10;05;1216,3761167444;05
4162013;1;4;1;1;1;1;1;1;3;4; ; ; ;800000; ;1;1;2;1;1;1;1;1;1;1;1;2;1;1;2;2;1;2;2;2;2;1;1; ;2;2; ;1;2;1;6;1;4;1;1;1;7;1;1;01;1;10;05;1163,36800908541;05
4162014;1;5;3;1;1;1;1;1;3;2; ;400000;120000000;500000; ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;2;2;1;3; ;4;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;10;05;1073,99689022992;05
4162015;1;3;2;1;1;1;1;1;3;2; ;2000000;190000000;1500000; ;1;1;1;1;1;1;1;1;2;1;1;2;2;1;2;2;2;2;2;2;2;1;4; ;4;2; ;1;2;1;4;1;4;1;1;1;7;1;1;01;1;10;05;880,209708445975;05
4162016;1;5;3;1;1;1;1;1;3;1; ; ;270000000;1200000; ;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;2;1;2;1;3; ;3;2; ;1;2;1;4;1;4;1;1;1;2;1;1;01;1;10;05;953,161617336647;05
4162017;1;4;2;1;1;1;1;3;1;1; ; ;100000000;700000; ;1;1;1;1;1;1;1;2;1;1;1;1;2;1;2;2;2;1;2;1;2;1;3; ;3;2; ;1;2;1;4;1;3;2;1;1;3;1;1;01;1;10;05;1022,58893496046;05
4162018;1;3;1;1;1;1;1;1;3;3; ; ; ; ;660000;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;1;2;1;1; ;1;2; ;1;2;1;4;1;3;1;1;1;2;1;1;01;1;10;05;1131,16036150355;05
4162019;1;5;3;1;1;1;1;1;4;1; ; ;98;300000; ;1;2;2;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1; ;4;2; ;1;1;1;4;1;2;2;1;1;2;1;1;01;1;10;05;1264,53598487576;05
4162020;1;4;3;1;1;1;1;1;3;3; ; ; ; ;500000;2;1;2;1;1;1;1;2;2;2;1;2;1;1;2;2;2;2;2;2;2;1;1; ;5;2; ;1;2;1;4;1;2;1;1;1;2;1;1;01;1;10;05;1025,22764955592;05
4162021;1;4;3;1;1;1;1;1;3;1; ; ;110000000;600000; ;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;1;2;2;2;2;1;2; ;3;2; ;1;2;1;4;1;3;1;1;1;3;1;1;01;1;10;05;953,161617336647;05
